,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_biased,param_lr_all
0,1.1231497284030938,1.1212821697759723,1.1228237920153898,1.1224185633981518,0.0008144943137126597,2,0.8957319520562851,0.8947793966712136,0.895958166379188,0.8954898383688956,0.0005107763922536633,3,142.71251893043518,0.6302454897849197,15.45720100402832,1.6020991511180325,"{'biased': True, 'lr_all': 0.001}",True,0.001
1,1.0969146009257207,1.0946959397591993,1.0967661891889808,1.0961255766246334,0.0010127199962336167,1,0.8638460525609303,0.8627993675592145,0.8641966699464124,0.8636140300221857,0.0005935707394974682,1,143.1512360572815,3.3125871888605616,15.074296633402506,2.0876188399513604,"{'biased': True, 'lr_all': 0.005}",True,0.005
2,1.1469809859512219,1.1447231369746724,1.1469055128780006,1.1462032119346317,0.0010470245019479545,3,0.888070352544848,0.8867522199810557,0.8883376705383292,0.8877200810214111,0.0006930276437429821,2,138.2730896472931,1.0965958227116077,14.071085691452026,2.0531290351929083,"{'biased': True, 'lr_all': 0.05}",True,0.05
3,2.6800971472008155,2.656190452906282,2.6738577306313216,2.6700484435794727,0.010124738972951608,6,2.3481805917298257,2.320347730639595,2.341029817893819,2.3365193800877466,0.011801838162446178,6,141.2778823375702,2.1720232068545093,14.588094711303711,2.8120659004559356,"{'biased': False, 'lr_all': 0.001}",False,0.001
4,1.3976025283635531,1.4014762197266792,1.3996540159330926,1.3995775880077748,0.0015823510177403104,5,1.110725682294904,1.1138799452854622,1.1128232044195725,1.112476277333313,0.001310880761367854,5,154.48623164494833,24.49593581228757,15.937827984491983,2.8829701427052434,"{'biased': False, 'lr_all': 0.005}",False,0.005
5,1.2456171516591712,1.2496609333278998,1.250603352741369,1.24862714590948,0.002162881970564556,4,0.9826056395659967,0.9858199835242883,0.9865803710875463,0.9850019980592771,0.0017226815981345746,4,255.43549497922263,163.51975183348816,16.784271240234375,5.4283492596820775,"{'biased': False, 'lr_all': 0.05}",False,0.05
